word,chinese_translation,frequency,review_count,example_context
days,非情感/中性客观词,17,16,"review_6c89ecdf05add32f2e5cb9a7 :: Flying over and around the mountains was an almost surreal experience, even after having spent 8 days backpacking through the wilderness just north of the same mountains.
review_f1afb11c14a20df3c0e654e1 :: There had been rain in the area for several days prior to our trip, and the day we flew,
review_bd821a97ad719aeeebde185a :: Bruce informed us there was some haze and checked the weather to see if the next few days would offer better viewing.
review_93b20d34356a3ffa721dd249 :: To see what we saw would have required a few days of trips around the island - all completed from the best view (some that you cannot see by hiking or by car) with a great captain.
review_520ec648c1870a6850cda010 :: Two days after the tour, we got home and I popped the DVD into the player - NO DATA - they didn't actually process the DVD, gave us a blank."
dock,非情感/中性客观词,17,10,"review_8b4c172e7b644d8c4b931cc0 :: We got of our cruise ship early and were able to purchase our trip from one of the operators at the end of the dock.
review_e68e4472a8fa5075641e96df :: I called when our flight was approaching the gate at the airport to let them know we had arrived and that they could come and pick us up from the dock below the airport.
review_e68e4472a8fa5075641e96df :: We got down to the dock immediately after getting off the plane and standing on the dock.
review_e68e4472a8fa5075641e96df :: I called again to let them know we were now on the dock and they said a boat would come pick us up.
review_e68e4472a8fa5075641e96df :: I had to call again to let them know we where at the dock waiting and finally a boat came to pick us up."
explained,,17,12,"review_c97195f47230668478751e71 :: He explained everything there was to know about Miami - so much so that our 30 minute trip literally flew by.
review_ca8ea4ee597e5bcde73dd076 :: Little windy and a little bumpy, but he explained exactly where and when we would experience turbulence.
review_71241e031e521f6c6963b901 :: After I checked in she came back, sat down next to me, explained that the plane is very safe, the pilots are fully qualified, if the conditions aren't safe they won't fly etc.
review_bbdca525e695fbe2a6739745 :: The pilot was nice and explained about the area and geology.
review_26ab44db3f0b749f3156aee3 :: He was so knowledgeable and explained everything about what to expect on our flight."
found,,17,17,"review_e68e4472a8fa5075641e96df :: We we got to the desk and told them who we were we found out the plane that we were supposed to be on that was being held for us to get on after we had arrived had already left.
review_9a11f9cee33a76f2968df167 :: So we searched and found Wings over Kauai.
review_3ba1137cb1b4e9207840a231 :: We found a really nice fishing experiance in Talkeetna.
review_5d1ed7c73f280b31c37e8a26 :: We found a discount coupon in the Bear Foot magazine that helped, but even without it, it would have been worth it.
review_bc5587ba8b5a0ff184eedaa0 :: We took the Misty Fjords tours and found Steve through a mutual friend."
lunch,非情感/中性客观词,17,12,"review_a16674769364bddb39438f8b :: As if that weren’t enough, we ended our adventure with lunch and even more stunning views from the Skywalk Bridge.
review_e8ba09c98f233e51030cc9c3 :: We had few hours of jeep tour, which includes yummy lunch, then back on flights for more wonderful views of the canyon and history and tales of the area.
review_5ce92828289c9aa3f96c0197 :: Oh, and you should know the picnic lunch isn’t out on the water, but given to you on the bus.
review_71241e031e521f6c6963b901 :: We did the skywalk and had lunch overlooking the Grand Canyon.
review_813853c5aefd9704f970cd9f :: If you take this tour, be sure to bring your own snacks as the ""lunch"" isn't filling and is pretty early in the morning."
nothing,非情感/中性客观词,17,17,"review_7610caa1138d8b33b74c4e88 :: The crew was professional, aircraft was top notch (nothing rickety here) and the cost was reasonable compared to other air tours we have done in different parts of the country.
review_3be86b281748fcad0f0f0b34 :: This was my second heli flight so I knew what to expect, but nothing can prepare you for the moment the craft flies over the edge of the canyon.
review_254f46e4a5fb0f6c7e0c50cd :: Again, I think the pilot is a nice guy and I have nothing against him, but both my wife and I noticed this and thought it was strange.
review_520ec648c1870a6850cda010 :: A week later, still nothing.
review_bbf12aaf52ffd1f8f514701a :: Now, my flight tour of Denali was nothing short of amazing."
overall,,17,17,"review_a7368b502923fca015488011 :: Also Eric was the best overall and his landing and knowledge was impressive!
review_c0eca4e9ffc9c70d92b13055 :: The views were great overall, and also could see all the details.
review_da8299d8fba78458a1318905 :: The food provided was good-- overall, this is a nicely comprehensive day and a great trio of ways to experience the Grand Canyon and around.
review_bea011d24dcf4997edde8188 :: Great views to give you an overall impression of the island without trying to drive/hike everywhere!
review_43ea85710b6216e626dd2867 :: But overall, LOVED IT!"
possible,,17,17,"review_221283419e26d28fca58af8a :: Try and get a window seat if possible or the front row.
review_082e1f27aa3bb895882c5db8 :: Definitely recommend, if possible, to book your air tour the day you arrive because it's so close to the airport and you won't need to come back to the area if you plane to stay outside of Lihue.
review_f1afb11c14a20df3c0e654e1 :: So weather was a possible concern.
review_4e12b4a1176793651a28a048 :: There are multiple tour times offered throughout the day, so if the visibility or weather cancels an earlier tour, it’s possible to book a later tour if there is availability.
review_6b1f41d7d9376e30f1be6051 :: Called Air Ventures Hawaii and asked them availability they are amazing they give all possible choices that they can provide."
private,,17,17,"review_a16674769364bddb39438f8b :: We departed Phoenix on our private 9-passenger plane with our expert guide and pilot, Captain Ron.
review_cbe4d099bc688920d0a3a2b9 :: My ex-husband was a private pilot and flight instructor so I am aware and understand how weight and balance works.
review_6b1f41d7d9376e30f1be6051 :: We took the private tour, Glad we took it.
review_1abcbc85e601f91ee16e3669 :: Our first reservation was for the private air tour for 2 on a Cessna.
review_ceb47b7c82dcf309a6adec44 :: Super fun private plane."
tell,非情感/中性客观词,17,16,"review_07b74d25ca8cca39cb34a0be :: Taquan air says guaranteed window seats but they do not tell you that their back seats do not have cushions on it.
review_4e12b4a1176793651a28a048 :: Unfortunately, the weather was not great on the day of our tour so they called us to tell us it was cancelled.
review_50ad674985c5646672bc62e8 :: They kind of look at you and tell you where to sit in the plane based on your size but everyone had a primo seat - that way the plane flies flat and straight, they say.
review_3be86b281748fcad0f0f0b34 :: They tell you where to sit according to weight distribution, so no fights about getting the front or back row.
review_bc5587ba8b5a0ff184eedaa0 :: He has a great sense of humor and you can tell that he loves what he does!"
use,非情感/中性客观词,17,14,"review_7b76705a2666fc9f007a68b5 :: The flight up to and around Denali was awe-inspiring, we saw all of the glaciers and Chris, our pilot, pointed out the trail that the climbers use and much more.
review_e68e4472a8fa5075641e96df :: No one came to talk to use and explain why the plane had left, you could overhear a lady in the back state she had screwed up made a mistake.
review_254f46e4a5fb0f6c7e0c50cd :: (2) They could use newer planes.
review_254f46e4a5fb0f6c7e0c50cd :: Again, it was safe, but the plane could at least use a new coat of paint, the seats need to be re-upholstered and the interior needs a good cleaning/vacuuming and wipe down.
review_254f46e4a5fb0f6c7e0c50cd :: Also, the control pod of my headphones was coming apart with interior wires showing, and all the headphones had earmuff covers that were dirty and almost coming off…they could use disposable ear muff covers and mouthpiece covers…these things are very cheaply available on Amazon."
vacation,非情感/中性客观词,17,16,"review_f5f9cfcb1ff8c9e809596258 :: We took the flight tour with the mountain landing and it was one of the best vacation experiences we have ever had.
review_f5f9cfcb1ff8c9e809596258 :: The crew was very professional and for us this is literally one of the best vacation decisions we have ever made.
review_6857382b853cc9b1e8671ff9 :: This was one of the best things we did in Alaska on our two week vacation!
review_c97195f47230668478751e71 :: We stayed in Miami recently (late July/early August 2013) for a weeks vacation.
review_1a179dde846fef68cb4332b2 :: I booked a 45 minute sightseeing flight with Seaplane Adventures, as a birthday surprise for my wife and to round off our Californian vacation with a lasting memory."
whales,非情感/中性客观词,17,16,"review_f62dbe12d5e9db1c231869cb :: Even saw him back whales on our flight over.
review_123bf9f58334923a62ba4371 :: On our last trip, we were thrilled to see several pods of whales swimming in the open sea from the air.
review_4fe36e620183f957af53af08 :: Kauai has lots of waterfalls, lots of movies have been filmed here, we spotted whales from the plane , we flew over the canyons and the na pali coast line with its many beaches - some secluded and can only get there my boat.
review_1abcbc85e601f91ee16e3669 :: Marcus took time to spot whales and flew us over a mother whale with her calf and and an escort.
review_7e4c769eacb09e8be1a32d03 :: accomodative to our needs - its been a great comfort to work with them - from extra time flying over city highlights, to circling whales when they show up on our route, to scheduling times - we appreciate their personal, family approach Todd"
ask,非情感/中性客观词,16,16,"review_07b74d25ca8cca39cb34a0be :: The reason I did not create a fuss on the spot was because that was the last tour and my ship was leaving in 1 hour and there was no other tour available so us it as an advice and if you book it through Taquan air make sure to ask at the counter that they are not asking you to sit in the back.
review_2a211e66566d9506094042c7 :: We were given headphones so Billy could talk to us, ask us questions, and let us know what we were seeing as we flew overhead.
review_4e12b4a1176793651a28a048 :: We were happy because we did want to have a glacier landing and we didn’t even ask, it was automatically done!
review_d1c46ed35c8ceeb268f8f53b :: Generally I would suggest ask questions before you book - all sounds great but a lot of wasted time picking and dropping people off
review_edbe90434af750b16065b7c8 :: We had requested the front seat for one of our party and Redtail was only too happy to accommodate (first come or ask/first served)."
daughter,非情感/中性客观词,16,14,"review_082e1f27aa3bb895882c5db8 :: The girl working in the office was very friendly and also the pilots daughter.
review_4af2d9822d8f9626565e416d :: Then on the flight back our daughter got to sit up front as “co-pilot”!
review_b8ab433b6add39f65bbcf6a9 :: Also the pilot did some manoeuvres to show aspects of the Grand Canyon but he did not do these equally on both sides so my daughter missed a lot of views and experiences even though she had a window seat.
review_fa5c178f0540c8c621211eb6 :: My daughter and I had a great experience with our flight with Chad.
review_af08902c4c1b7326756e9e93 :: At one point during the flight our 6 year old daughter who was sitting behind the pilot's seat ACCIDENTLY kicked his chair and he gave her a nasty look."
ease,,16,16,"review_232a87a44ddf7a8ae2f7daab :: My partner and I had never been in a helicopter before, and she is scared of heights, but BJ our pilot was excellent, he talked us through the journey and was informative about what we were seeing, he gave some background and history of the area, and put us totally at ease.
review_3be86b281748fcad0f0f0b34 :: We called one day ahead and made the reservation with ease.
review_e2dc2a31bed85af6df3536af :: The pilot was very accommodating, and agreed to take a shorter route back to ease my wife's air sickness.
review_ff7d45e6c2089a81ec29f19b :: Completely professional from the pick-up point at our cruise dock to dropping us off again at the restaurant of our choosing after the flight, Steve and Lesley also set our minds at ease with their friendly and personal attention prior to boarding the sea plane.
review_71241e031e521f6c6963b901 :: I felt so much more at ease just by someone talking to me and I am SO glad I went through with it."
find,非情感/中性客观词,16,14,"review_b76e6c2bc278477c91d37c62 :: Although we were asked to give the weight of one person at booking, I couldn't find any information that stated a maximum weight for the group.
review_e68e4472a8fa5075641e96df :: They had information about the plane printed up and it was interesting to find out about the history of the plane we were flying on.
review_123bf9f58334923a62ba4371 :: The flight leaves from the Lihue airport - very easy to find their hanger, just past the main terminal.
review_e2dc2a31bed85af6df3536af :: Started from Page airport, which is very small, easy to find, and very informal.
review_4fe36e620183f957af53af08 :: They are located near the Lihue airport, easy to find ."
friends,非情感/中性客观词,16,15,"review_3e49c04ea9e77e714a81cdfb :: Bring your friends, make some awesome memories and take some beautiful photos.
review_6156ccd88f392b21de3b4908 :: Overall I would highly suggest Northwest Seaplanes to all of my friends, customers, and clients for their travel to BC areas for Future fishing trips or sight seeing in Seattle.
review_9a11f9cee33a76f2968df167 :: We have friends that now live in Hawaii and they strongly suggested that we take a plane tour of Kauai, rather than a helicopter tour.
review_9a11f9cee33a76f2968df167 :: I will DEFINITELY recommend this to other friends that are travelling to Hawaii later on this year!
review_8694980b471053b8d4925ffb :: From now on I'll be recommending this tour to our tourist friends visiting!"
getting,非情感/中性客观词,16,16,"review_e68e4472a8fa5075641e96df :: We got down to the dock immediately after getting off the plane and standing on the dock.
review_3a07e05594205653b0fa7e73 :: Before getting on a Cessna, so worried about airplane sick,,,.
review_3be86b281748fcad0f0f0b34 :: They tell you where to sit according to weight distribution, so no fights about getting the front or back row.
review_e3e38e0d0f3c2360fe001e31 :: Also the staff are very friendly and helpful, from online booking to getting you on and off the plane.
review_585fd4de71474864f99ab2f5 :: The new lake hardly had any beach and the pilot did not provide us enough support to actually get to the beach from the plane without getting wet."
hotel,非情感/中性客观词,16,15,"review_4ed9789654d1231bc278b4e3 :: We got to know her a little bit when she stepped in to drop us off at our hotel as her staff was incredibly busy (short staffed due to current COVID related issues).
review_e3e38e0d0f3c2360fe001e31 :: We also mislaid a camera on the plane and after contacting them the staff not only found the camera but had it returned to our hotel.
review_5ce92828289c9aa3f96c0197 :: We were picked up at our hotel, had a 3 1/2 bus ride to Page, AZ, then another bus ride to the boats.
review_45e52ad80d6513a8e9531767 :: Highly recommended because my friends who did this trip from Las Vegas by driving themselves told me they spent a lot of time driving in bad highways stressed and they had to book a hotel inside the park to have time to visit it, nevertheless if you go by plane or helicopter you will arrive faster and enjoy one entire day with the best views of Grand Canyon.
review_f486131a76d495cf9d39fbf2 :: I called their # on Thursday morning and Ellen took our information (name, hotel, weight, when we would like the tour)."
looked,,16,15,"review_082e1f27aa3bb895882c5db8 :: Of course I looked on TripAdvisor for help.
review_082e1f27aa3bb895882c5db8 :: Looked at the price and had to call to confirm.
review_e265784b06b03e9657bda9ff :: Everywhere I looked was a picture perfect frame.
review_e6b750a0b2d4a111abb60937 :: I looked at a lot of options before coming to the conclusion that Mavrick was probably the best rated helicopter ride over the canyon.
review_cbe4d099bc688920d0a3a2b9 :: In fact, his demeanor was such that both my sister and I looked at each other in askance."
looking,,16,16,"review_9876556ef47117a9c27fced8 :: You fly along the coast at about 1000’ looking at the sites then you gain a little altitude and go across the city viewing Golden Gate Park and the Presidio.
review_6c89ecdf05add32f2e5cb9a7 :: I can't recommend this highly enough - I'll remember my flight for the rest of my life and am already looking forward to a future opportunity to re-live it.
review_082e1f27aa3bb895882c5db8 :: If you're looking to do something different and you're on a budget (or if you easily get motion-sickness) then I highly recommend this company.
review_0007fe1c2b3216a8645c4245 :: After being in Alaska for about a week, we were really looking forward to our float plane ride - as we had already seen so many fly by.
review_e7562e1f4891b86d7653e19d :: The pilot was a wealth of knowledge, the views looking at the mountains and various glaciers was just outstanding."
lots,非情感/中性客观词,16,14,"review_1b882aa7c72201a6725b9fe7 :: I’ve done lots of things over the years and don’t know how this one could be topped.
review_fd7ebcc7f5e93d96ece3c7ac :: He pointed out all the interesting features and had lots of great stories about the various sights and the old legends that went with them.
review_8f5e0f00afe0371683965f83 :: I popped a Dramamine an hour before the flight, but I probably would have been fine without it since pur pilot, Bruce, flew and landed the plane super smoothly--all while giving us lots of trivia and facts about Kauai!
review_e2dc2a31bed85af6df3536af :: The Monument Valley wasbeautiful as expected - took lots of photos.
review_4fe36e620183f957af53af08 :: Kauai has lots of waterfalls, lots of movies have been filmed here, we spotted whales from the plane , we flew over the canyons and the na pali coast line with its many beaches - some secluded and can only get there my boat."
met,非情感/中性客观词,16,14,"review_8b4c172e7b644d8c4b931cc0 :: After a safety briefing we met our pilot and boarded our sea plane.
review_9a11f9cee33a76f2968df167 :: The commuter terminal where they are located, is about a 5-6 minute walk from the regular airport and Val, who met us at the front desk, could not have been any nicer.
review_c0eca4e9ffc9c70d92b13055 :: The Air ventures staff met all our requests and then some.
review_e2dc2a31bed85af6df3536af :: When we landed at Monument Valley we were met by our Navaho Guide and his 4X4 (no waiting around).
review_a56c790aee69c2829442e4c8 :: Everyone we met seemed to love their job and it makes you feel relaxed seeing that."
returned,,16,13,"review_da8299d8fba78458a1318905 :: It takes the whole day (we had to be at the airport near the South Rim by 6 am and were returned there at about 6:00 pm) and is well worth it-- you get a great sense of the whole area.
review_e3e38e0d0f3c2360fe001e31 :: We also mislaid a camera on the plane and after contacting them the staff not only found the camera but had it returned to our hotel.
review_520ec648c1870a6850cda010 :: Get a call from ""Keith"", who apologizes, and says the ""DVD was returned by the post office"", despite the address being correct.
review_4252c374520394a13c38d9d5 :: Just recently returned from a trip on Kauai, Hawaii.
review_84567c3c81f2c0470c53f784 :: The sunset trip was great as we got to see Hoover dam, Lake Mead and the Grand Canyon by the light but by the time the sun went down, we had returned to the strip and we got to see the lights of Vegas."
sea,非情感/中性客观词,16,14,"review_b79c6cfcd7b2a3c981b7475b :: The scenery was beautiful and covered a lot of ground (and sea, ha!
review_b79c6cfcd7b2a3c981b7475b :: Definitely recommend and would love to take another sea plane outing!
review_8b4c172e7b644d8c4b931cc0 :: After a safety briefing we met our pilot and boarded our sea plane.
review_7b8fca9fb1b20483fadf5af6 :: Now about the view, I simply think even if you cover the spots by land or sea an aerial view is unmatched for.
review_082e1f27aa3bb895882c5db8 :: The price for both the air and sea tour was only a little more than the helicopter rides."
several,,16,14,"review_e68e4472a8fa5075641e96df :: We waited saw several Taquan float planes take off.
review_f1afb11c14a20df3c0e654e1 :: There had been rain in the area for several days prior to our trip, and the day we flew,
review_123bf9f58334923a62ba4371 :: We love this air charter tour company and have taken their tours several times while on Kauai.
review_123bf9f58334923a62ba4371 :: On our last trip, we were thrilled to see several pods of whales swimming in the open sea from the air.
review_a49c3b4b417661efc807e243 :: As an aside though, I saw several helicopters flying through rainy and gloomy skies that morning, which would have really stunk for the money they charge."
simply,,16,13,"review_b76e6c2bc278477c91d37c62 :: I'm being generous by saying ""average,"" simply because I hate to reflect badly on him in any way.
review_353636e7a5b2962a9d433033 :: We stayed right in Talkeetna so we just simply walked to K2 aviation and essentially walks on the plane.
review_7b8fca9fb1b20483fadf5af6 :: Now about the view, I simply think even if you cover the spots by land or sea an aerial view is unmatched for.
review_f1afb11c14a20df3c0e654e1 :: If in doubt, they simply won't fly.
review_f1afb11c14a20df3c0e654e1 :: Words simply cannot describe the jaw dropping majesty of this flight."
snow,非情感/中性客观词,16,13,"review_7b76705a2666fc9f007a68b5 :: I assumed we would have to return to the airport, but instead we landed on Thunder glacier, miles of virgin snow, not one track or footprint.
review_30a4fe165d7e3a55f8e3db95 :: Landing on the glacier was really cool, as was walking around in a couple of feet of snow on the most quiet and serene place I've ever been.
review_d2d26abfcff50fb9547c2882 :: The snow was pristine as we were the first flight to land on the snow that fell the night below.
review_9cae3998ff626d8d281e3d98 :: It was an amazing experience to fly by a small airplane from Talkeetna to the Denali Park’s mountains top where we landed over the Glacier on the top of the mountains and walk over the beautiful snow in the middle of the summer watching this breath taking blue ice lakes
review_a8e08d3e333554d846e6a0c3 :: Flying over the enormous Tangass national forest our pilot, Brentwood with 'just' 47 flying years, made us all feel completely at ease as he guided the plane up over snow topped mountains and eventually dropped down and landed on Nooya lake."
week,非情感/中性客观词,16,15,"review_6c89ecdf05add32f2e5cb9a7 :: I was able to squeeze in a quick tour at the end of a two-week trip after my flight home was delayed a day, and I'm glad that it worked out - this tour was one of the highlights of my trip.
review_6857382b853cc9b1e8671ff9 :: This was one of the best things we did in Alaska on our two week vacation!
review_0007fe1c2b3216a8645c4245 :: After being in Alaska for about a week, we were really looking forward to our float plane ride - as we had already seen so many fly by.
review_520ec648c1870a6850cda010 :: A week later, still nothing.
review_85a3492146c38815f6571d4c :: This was well worth the price during a week long trip to Honolulu and I left the big island feeling much more educated and enlighten on the area."
actually,,15,12,"review_291988db94de25fedef72be3 :: Actually did a loopity loop over the water!
review_4e12b4a1176793651a28a048 :: When we arrived for the 4pm tour time the next day, they actually booked us on the South Side Explorer with glacier landing and we still received a refund on the difference in price.
review_4e12b4a1176793651a28a048 :: I actually sat in the first passenger seat behind the cockpit and watched him fly the plane.
review_520ec648c1870a6850cda010 :: Two days after the tour, we got home and I popped the DVD into the player - NO DATA - they didn't actually process the DVD, gave us a blank.
review_520ec648c1870a6850cda010 :: He then proceeds to claim they were NEVER going to actually send us OUR video, that they don't keep them even for a day, so its lost."
always,非情感/中性客观词,15,15,"review_7b76705a2666fc9f007a68b5 :: As anyone who has traveled around Alaska knows (and we quickly learned) you can always predict that the weather will be unpredictable.
review_f1afb11c14a20df3c0e654e1 :: an incredible memory that you will always remember.
review_123bf9f58334923a62ba4371 :: The plane is small, carrying only about 8 passengers and they are always on time with their flights.
review_a49c3b4b417661efc807e243 :: You will always get a window seat on this flight, and you will get to see everything there is to see in Kauai on a very comfortable, easy flight.
review_e8ba09c98f233e51030cc9c3 :: we even stopped at the famous El Tovar Hotel and were treated to Hopi Indian dances featuring a darling 3-4 year old I'll never be able to repay my friend for her generosity as this was truly a day I'll always remember ✈️"
away,,15,15,"review_082e1f27aa3bb895882c5db8 :: Emailed me the details and confirmation right away.
review_cbe4d099bc688920d0a3a2b9 :: I watched a lady (whom I now know as Abi) placing blocks under the wheels of the plane and the pilot climb out of the plane then I moved away from the window further into the lobby to talk to one of my sisters.
review_50ad674985c5646672bc62e8 :: They came picked us up and took us out to their base about ten minutes away where we got a short safety briefing and then we were off -Misty Fjords here we come.
review_6a37a276cde42d2608622f3e :: Flying over the forest to drop into the Grand Canyon literally took our breath away.
review_bbf12aaf52ffd1f8f514701a :: K2 and Chris gave us a phenomenal experience, so good that even my young adult children who are impossible to impress were blown away."
bears,非情感/中性客观词,15,10,"review_e55f985b9a9c0b8f6f16b85a :: We saw 3-6 bears over an hour and they were catching the salmon below us.
review_27ad520dc013ab28760c6c05 :: Our 2 y/o and a 6 y/o were greeted with stuffed bears as well.
review_351247b5823eb714bd001af5 :: No bears seen though a different group saw.
review_f5ca1940bb4b3b4a6ade99fa :: Besides the mother bear and her cub that we walked by on the trail, there were at least 15 bears catching salmon.
review_f5ca1940bb4b3b4a6ade99fa :: The time we spent there was unbelievable watching the bears in the water fishing salmon out of the stream and some even fighting over their catches."
experiences,,15,14,"review_7b76705a2666fc9f007a68b5 :: This experience was not only the highlight of our trip, it was one of my greatest experiences of all time!
review_52acbf242c938fb33187635a :: Both flights were amazing and totally different experiences.
review_4899b603a9d2f1beb416a798 :: This company does not deliver pleasant experiences.
review_f5f9cfcb1ff8c9e809596258 :: We took the flight tour with the mountain landing and it was one of the best vacation experiences we have ever had.
review_f62dbe12d5e9db1c231869cb :: One of my top 10 experiences!"
facts,非情感/中性客观词,15,14,"review_b79c6cfcd7b2a3c981b7475b :: He gave us a history of the plane itself as we prepared for take off on the water, and continued to trickle in facts about the sights we were flying over.
review_7e2201b48b681475df75ef1a :: He told facts about the park as well as interesting historical facts.
review_8f5e0f00afe0371683965f83 :: I popped a Dramamine an hour before the flight, but I probably would have been fine without it since pur pilot, Bruce, flew and landed the plane super smoothly--all while giving us lots of trivia and facts about Kauai!
review_30a4fe165d7e3a55f8e3db95 :: The pilot kept us informed throughout the trip on where we were flying over and facts about the mountain.
review_064c82589dc9f15ceb99ed00 :: The pilot was so friendly with cool facts about the area."
keep,非情感/中性客观词,15,15,"review_1a179dde846fef68cb4332b2 :: It's a memory we will keep as one of the highlights of our Vacation.
review_2323283c585daf50d725d5e4 :: We keep an unforgettable memory
review_e2dc2a31bed85af6df3536af :: Again there was only the two of us, which was fortunate, because it was a bit cool outside and normally everyone would be in open seats on the back, but because there wa only the two of us, we asked to sit in with the guide, which was worth it because he was able to talk to us, keep us informed, and answer our questions about the Navaho culture.
review_520ec648c1870a6850cda010 :: He then proceeds to claim they were NEVER going to actually send us OUR video, that they don't keep them even for a day, so its lost.
review_794213f1ad4da1e5287e8990 :: He really does keep the passenger's comfort and enjoyment in mind at all times and knows the island very well."
lake,非情感/中性客观词,15,9,"review_30ccaf6bc2fd2b6926aa389d :: Landing on a lake with the chance to get out on a small lake was a true highlight.
review_3ba1137cb1b4e9207840a231 :: The weather was challenging for the pilot,but he was smart and confident and overcome the winds on the lake.
review_50ad674985c5646672bc62e8 :: I was having such an awesome time i have no idea how long we flew before we landed on a deep blue lake high in the mountains.
review_50ad674985c5646672bc62e8 :: A whole lake to ourselves with no other tourists.
review_c42ba42468c6eebef97f3663 :: We even landed on a small lake and were allowed to stop outside of the plan on the pontoons."
love,,15,15,"review_b79c6cfcd7b2a3c981b7475b :: Definitely recommend and would love to take another sea plane outing!
review_98e74ad69a88380b69ce727c :: Great experience, worth spending time with the ones you love.
review_123bf9f58334923a62ba4371 :: We love this air charter tour company and have taken their tours several times while on Kauai.
review_93b20d34356a3ffa721dd249 :: Bruce was very informative and genuine in his love for what he does - fly people to see some of the most stunning places on the island.
review_5af0aa2ddab59ab12c933bdc :: We highly recommend that you also purchase the dvd of your flight that is done very professionally to share with those you love and to revisit your experience."
memory,非情感/中性客观词,15,14,"review_347a597fb8c019adff981117 :: Thanks to everyone at Westwind and especially Max- what a memory for our family!
review_5a026e7a079885b0a8041d9e :: I would say it’s worth the amount, it’s a good memory for us.
review_f1afb11c14a20df3c0e654e1 :: an incredible memory that you will always remember.
review_1a179dde846fef68cb4332b2 :: I booked a 45 minute sightseeing flight with Seaplane Adventures, as a birthday surprise for my wife and to round off our Californian vacation with a lasting memory.
review_1a179dde846fef68cb4332b2 :: It's a memory we will keep as one of the highlights of our Vacation."
opportunity,非情感/中性客观词,15,15,"review_6c89ecdf05add32f2e5cb9a7 :: I can't recommend this highly enough - I'll remember my flight for the rest of my life and am already looking forward to a future opportunity to re-live it.
review_f1afb11c14a20df3c0e654e1 :: But you'll never have an opportunity like this again.
review_2a211e66566d9506094042c7 :: The time went by so quickly and we are grateful we had the opportunity to experience these mountains upclose and see the glaciers from above.
review_4e12b4a1176793651a28a048 :: It was worth every penny to have had the opportunity to do so.
review_e7562e1f4891b86d7653e19d :: what can I say, other than you have to do it if you have the opportunity."
park,非情感/中性客观词,15,12,"review_7e2201b48b681475df75ef1a :: He told facts about the park as well as interesting historical facts.
review_7e2201b48b681475df75ef1a :: This is really the best way to see both Denali the mountain as well as the park.
review_f5f9cfcb1ff8c9e809596258 :: The views on the Denali range and the national park were stunning.
review_df128e035c2e2f5109e3638c :: The helicopter tour out of the Grand Canyon national park airport is the way to go.
review_3be86b281748fcad0f0f0b34 :: It was 27 bucks each way for 4 adults to be driven out of the park and into the little town of Tusayan where the airport was located."
phone,非情感/中性客观词,15,12,"review_f1afb11c14a20df3c0e654e1 :: They are certainly willing to spend time with you via email, over the phone,
review_30ccaf6bc2fd2b6926aa389d :: They were also easy to get a hold of via phone.
review_a49c3b4b417661efc807e243 :: Firstly, making a reservation by phone or online via their website is easy, painless, and Ellen replies promptly with the most polite and genuine response.
review_a49c3b4b417661efc807e243 :: In addition, they could have allowed someone else to reserve those seats, so if you aren't going to show, please provide common courtesy and make a simple phone call.
review_3be86b281748fcad0f0f0b34 :: I must say the young men who answered the phone had some of the nicest manners I have heard in a while."
probably,,15,15,"review_fd7ebcc7f5e93d96ece3c7ac :: The Maze and Needles area of Canyonlands are things I would probably never see any other way.
review_8f5e0f00afe0371683965f83 :: I popped a Dramamine an hour before the flight, but I probably would have been fine without it since pur pilot, Bruce, flew and landed the plane super smoothly--all while giving us lots of trivia and facts about Kauai!
review_e6b750a0b2d4a111abb60937 :: I looked at a lot of options before coming to the conclusion that Mavrick was probably the best rated helicopter ride over the canyon.
review_f1afb11c14a20df3c0e654e1 :: We spent probably 20-25 minutes on the Glacier and took tons of photos.
review_6498ce79fc0b9213c772e5fc :: This was probably the most rainbows I have even seen in my whole life."
total,,15,12,"review_5a026e7a079885b0a8041d9e :: And we got very good views, total ride time was 2 hrs.
review_254f46e4a5fb0f6c7e0c50cd :: Cons: (1) I feel like the price of our combined tour was a bit high (around 1250 for two people) especially considering the total time was only about 1.
review_26ab44db3f0b749f3156aee3 :: I had total confidence in him and was 100% certain We would have a successful flight.
review_b560092bfc34feb15f983896 :: He made sure that everyone (there were four passengers in total, maximum would be five) could ask any questions they had, using the headphones with mikes and gave a really good commentary of the areas we were flying over, throughout the roughly 40 minute flight.
review_0f50928b644eab8e69fd4905 :: The grand tour was good but it would be nicer if the pilot would narrate the navigation during fly as it was depicted on their website pages how would be the navigation and what mountains and peaks would be covered as well as an handly print out of this navigation so customer can enjoy the total journey fully instead of just seeing white glaciers from the top."
trips,非情感/中性客观词,15,12,"review_6156ccd88f392b21de3b4908 :: It was the best experience of all my trips, as Shane's staff greeted my party of 10 at the airport with a very nice van for the short ride to the Sea Port.
review_6156ccd88f392b21de3b4908 :: Overall I would highly suggest Northwest Seaplanes to all of my friends, customers, and clients for their travel to BC areas for Future fishing trips or sight seeing in Seattle.
review_c97195f47230668478751e71 :: Two trips were booked.
review_93b20d34356a3ffa721dd249 :: To see what we saw would have required a few days of trips around the island - all completed from the best view (some that you cannot see by hiking or by car) with a great captain.
review_520ec648c1870a6850cda010 :: These trips are once in a lifetime events, and they completely f'd it up and now we have no video for the memory."
