review_id,rating,num_sentences,first_sent_score,last_sent_score,neg_trigger_words,pos_resolution_words,primary_driver_object,has_pilot,has_scenery,has_flight,has_value,first_sentence,last_sentence
5777,5,7,-0.228,0.3612,worried,"perfect, beautiful",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,We were little worried about motion sickness.,A big thank you to our pilot.
5843,3,3,-0.0516,0.4215,initial_fear/anxiety,nice,4. Flight Ride & Aircraft Smoothness (飞行平稳与安全保障),False,False,True,False,Flight was scheduled for 1pm and we didn’t leave the ground until 2:30.,It would have been nice to know they were running behind before we got there so 
5846,5,3,-0.128,0.6369,initial_fear/anxiety,best,4. Flight Ride & Aircraft Smoothness (飞行平稳与安全保障),False,False,True,True,Flight cancelled due to weather but rescheduled for next day.,I think K2 understands this is a once in a lifetime trip for most people and do 
5870,5,5,-0.521,0.7955,initial_fear/anxiety,"awesome, amazing, interesting",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,Our airplane ride into Denali National Park was nothing short of amazing!,I’d like to thank Chris and K2 Aviation for one of the most memorable lifetime e
5952,1,5,-0.2064,0.7717,initial_fear/anxiety,final_awe/joy,2. Aerial Scenery Visual Peak (高空视觉景观震撼),False,True,False,False,"Inexperienced pilots, lady at labby/desk so cute but she's lying straight in you","Thanks K2 
Place is well organized, clean restrooms."
5975,5,3,-0.4497,0.7469,initial_fear/anxiety,"beautiful, wonderful",2. Aerial Scenery Visual Peak (高空视觉景观震撼),False,True,True,False,We were supposed to take the Glacier Landing tour but lack of snow made that imp,Denali was a bit shrouded but still beautiful.
5984,5,7,-0.5267,0.6486,unfortunately,final_awe/joy,4. Flight Ride & Aircraft Smoothness (飞行平稳与安全保障),False,False,True,True,Unfortunately we had to cancel our tour with K2 Aviation due to the McKinley wil,I would recommend this company and you can book a reservation knowing they put s
5989,5,7,-0.6956,0.4201,bad,"good, worth, fabulous, lucky, amazing",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,True,I was supposed to do the flying tour with a glacier landing but was told when I ,"I would highly recommend K2, an incredibly professional operation."
6060,5,5,-0.4765,0.2023,"unfortunately, disappoint",final_awe/joy,6. Other General Tourism Appraisals (其他综合观光体验),False,False,False,False,"We initially requested either the Summit Tour or Grand Denali Tour, but unfortun",It's definitely not one that we will ever forget.
6119,5,3,-0.0516,0.4753,initial_fear/anxiety,final_awe/joy,2. Aerial Scenery Visual Peak (高空视觉景观震撼),False,True,False,False,"One thing to do before you leave Alaska, land on the Denali ice field.","Go on a sunny day, when a High Pressure system is present and bring a bottle of "
6149,5,4,-0.2498,0.4404,initial_fear/anxiety,"good, better",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,True,"Not cheap, but worth every cent to fly in a classic Beaver float plane.",Hint:  the back seats in the Beaver gave us a better forward view than if we wer
6156,5,4,-0.4215,0.3802,initial_fear/anxiety,final_awe/joy,1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,"We were supposed to do the tour around the summit, but it was too windy above 12",Something to put on your bucket list for sure!
6159,5,12,-0.296,0.5093,initial_fear/anxiety,"good, friendly, exciting, excellent, assured",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,Our final stop before driving back to Anchorage from Fairbanks was the Denali Fl,Next time it'll be the Grand tour / summit tour !
6177,5,4,-0.2498,0.8519,initial_fear/anxiety,great,2. Aerial Scenery Visual Peak (高空视觉景观震撼),False,True,False,False,We were scheduled to fly around Denali but the weather would not allow it.,"Had a great time, would definitely recommend."
6184,5,7,-0.4577,0.4926,initial_fear/anxiety,"magnificent, amazing",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,The weather was not great and our original flight at 12 30 pmwas cancelled.,Thanks to all for making it possible!
6206,5,6,-0.3412,0.7351,initial_fear/anxiety,wonderful,2. Aerial Scenery Visual Peak (高空视觉景观震撼),False,True,True,False,I can't say enough good things about this experience.,Thank you K2 for such a wonderful experience and a lifetime of memories made.
6219,5,5,-0.2617,0.4199,disappointed,good,3. Pilot Professional Reassurance (飞行员专业解说/心理抚慰),True,False,True,False,We were disappointed that we didn’t get our flight in the Beaver but the little ,Thank you K2!
6229,5,15,-0.6269,0.474,disappointed,"good, friendly, comfortable, great, assured, efficient",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,"We awoke to cloudy drizzle, so feared we would not be able to do our Glacier Lan",Highly recommend K2!
6253,5,2,-0.2716,0.8107,initial_fear/anxiety,"worth, nicely, amazing",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,False,True,We had a trip  with them.I had such an experience in Nepal but I can not forget ,amazing.I think it is worth to spend the dollar.The pilot was describing about t
6271,2,3,-0.3818,0.6249,"bummer, dangerous",final_awe/joy,2. Aerial Scenery Visual Peak (高空视觉景观震撼),False,True,True,True,Sort of a bummer; felt ripped off.,"Totally understand weather and safety concerns, and appreciate playing it safe, "
6277,5,3,-0.5719,0.3818,negative,"great, beautiful",3. Pilot Professional Reassurance (飞行员专业解说/心理抚慰),True,False,False,False,Can’t say anything negative.,It is a must do if weather is clear
6392,5,7,-0.5973,0.6588,worried,"awesome, great, better, enjoyable",2. Aerial Scenery Visual Peak (高空视觉景观震撼),False,True,True,False,We arrived on an overcast day and we could not see Denali from our hotel for the,Awesome!
6414,5,4,-0.4215,0.69,initial_fear/anxiety,beautiful,1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,True,"We had booked the Denali flightseeing tour, but on arrival was informed the moun",I only question the wisdom of giving the kids the ability to talk on the headset
6415,5,14,-0.1298,0.6476,unstable,worth,1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,True,"The mountains and glaciers are  everywhere in Alaska and beautiful to see, but t","An expensive tour, but well worth it!"
6434,5,10,-0.296,0.8011,initial_fear/anxiety,"great, outstanding, wonderful",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,"When we visited Alaska four years ago, the only thing we missed out on was a fli",Thank you K2 for the great show!!
6440,5,8,-0.4767,0.3595,disappointed,final_awe/joy,2. Aerial Scenery Visual Peak (高空视觉景观震撼),False,True,False,False,My aunt visited and was disappointed The Mountain wasn't showing.,I will share with everyone I meet that this is the way to go!
6445,5,9,-0.34,0.474,"unfortunately, sad","unbelievable, amazing",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,Unfortunately Denali was socked in with weather.,I highly recommend K2 and Mark!
6512,5,5,-0.34,0.5859,unfortunately,amazing,1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,"Unfortunately for us, the weather made it impossible to see Denali or land on a ",It is an amazing flight.
6539,5,10,-0.296,0.3612,initial_fear/anxiety,unbelievable,1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,I had no idea what to expect.,I'd recommend this trip to everyone.
6561,5,4,-0.5423,0.2023,bad,great,1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,False,False,The weather was bad when we took off.,This is a top notch tour company.
6590,5,2,-0.2266,0.4201,initial_fear/anxiety,final_awe/joy,3. Pilot Professional Reassurance (飞行员专业解说/心理抚慰),True,False,False,False,"Stan our pilot was not only an awesome pilot, he was very well versed on the mou",Highly recommend this trip
6595,5,4,-0.0516,0.4927,initial_fear/anxiety,good,1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,"Even though the weather had clouded up, our 5pm flight with Mark ended up being ",Really good time.
6599,5,3,-0.1861,0.7717,initial_fear/anxiety,"beautiful, nice",2. Aerial Scenery Visual Peak (高空视觉景观震撼),False,True,True,False,"I had originally booked a flight to Denali NP, but because of the weather, no fl","It was a nice flight, and a beautiful area for an alternative flight."
6611,5,4,-0.296,0.6249,initial_fear/anxiety,"thrill, awesome",3. Pilot Professional Reassurance (飞行员专业解说/心理抚慰),True,False,False,False,This was our first experience in Alaska and the first stop on our itenerary.,Our pilot was knowledgable and skilled and gave us an awesome tour.
6633,5,5,-0.4847,0.2263,initial_fear/anxiety,worth,1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,True,I've been a pilot for 47 years and never had such a magnificent flight.,It was worth every cent to us.
6634,5,10,-0.128,0.3724,initial_fear/anxiety,"best, comfortable",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,We had two flights out of Healy cancelled due to weather and we were feeling qui,You won't be disappointed.
6635,5,3,-0.3612,0.9382,initial_fear/anxiety,"magnificent, glorious, fabulous, comfortable, terrific",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,True,"We were supposed to do a flight over Denali, but due to weather issues had to ca","The pilot was terrific, the plane was comfortable (a 10-seater) and the weather "
6648,4,3,-0.4767,0.6249,"disappointing, unfortunately",great,2. Aerial Scenery Visual Peak (高空视觉景观震撼),False,True,False,False,"We had been scheduled to do a glacier landing but unfortunately, due to the weat",They refunded us that portion of our tour and we still had a great time getting 
6799,5,6,-0.1695,0.5859,initial_fear/anxiety,amazing,1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,"Although the weather did not allow us to go to Mt Denali, we were offered a diff",Amazing trip in the air.
6804,4,4,-0.5719,0.6901,"unfortunately, negative",final_awe/joy,3. Pilot Professional Reassurance (飞行员专业解说/心理抚慰),True,False,True,False,"The only negative was the wait, which was 30 minutes past the time they said.",I felt very safe during the flight and would recommend this place to anyone.
6818,5,3,-0.3612,0.3612,initial_fear/anxiety,great,3. Pilot Professional Reassurance (飞行员专业解说/心理抚慰),True,False,True,False,"We had a flight booked in Denali but it was cancelled due to weather, but we wer",Would recommend if you get to to Talkeetna.
6851,5,15,-0.2944,0.6106,initial_fear/anxiety,"great, amazing",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,True,We had a very limited amount of time in Alaska and wanted to maximize it.,Don't miss this opportunity!
6877,5,9,-0.1779,0.9231,initial_fear/anxiety,"great, thrilled, fabulous, stunningly",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,True,Recent rain and lingering overcast made flight doubtful as our scheduled 3:00 pm,"Great pilot, great company, great time."
6905,4,4,-0.09,0.2023,initial_fear/anxiety,final_awe/joy,3. Pilot Professional Reassurance (飞行员专业解说/心理抚慰),True,False,True,False,Had beautiful but cloudy day- no Denali.,Hike was all to short and may been limited by capabilities of flight party.
6940,5,4,-0.457,0.8074,initial_fear/anxiety,final_awe/joy,4. Flight Ride & Aircraft Smoothness (飞行平稳与安全保障),False,False,True,False,We couldn't have had better weather!!,Definitely recommend to our friends and family.
7004,5,3,-0.3612,0.3612,initial_fear/anxiety,"great, outstanding",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,We have tried to take this flight twice before but got cancelled out by weather.,We would recommend it to anyone.
7015,5,13,-0.5096,0.6124,"bad, poor","fabulous, excellent, best, great, capable",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,False,True,My family and I toured with K2 on a day that didn't have great weather.,We certainly felt we were in capable hands up in the skies.
7026,5,2,-0.3412,0.5719,initial_fear/anxiety,perfect,2. Aerial Scenery Visual Peak (高空视觉景观震撼),False,True,True,False,Barry couldn't have done a better job of flying us to every possible site they w,"The glacier landing was spectacular, and we had a perfect weather window to see "
7073,5,5,-0.0516,0.4926,"hard, unfortunate","good, beautiful",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,"I think these people try hard, but Denali is often under cloud cover as she was ",Thanks!
7083,5,5,-0.2411,0.8126,initial_fear/anxiety,"fun, worth, great",2. Aerial Scenery Visual Peak (高空视觉景观震撼),False,True,False,True,Not sure how to describe an experience of a life time.,"K2 team was great, professional and made the trip fun."
7088,5,5,-0.4559,0.508,unfortunately,"amazing, good, haha, confident",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,"Was schedule to take the tour to Denali, unfortunately Mother Nature wanted me t",This was definitely a high light of my trip!!
7089,5,3,-0.4019,0.6689,sadly,beautiful,6. Other General Tourism Appraisals (其他综合观光体验),False,False,False,False,"I had originally scheduled to take the Denali Grand Tour, but sadly the weather ",It was really beautiful!
7099,5,8,-0.4847,0.8074,unfortunately,"great, happy, nice",2. Aerial Scenery Visual Peak (高空视觉景观震撼),False,True,True,True,Not a typical I loved it review.,We will definitely be returning to K2 for a later flight and will recommend them
7174,5,5,-0.34,0.3527,unfortunately,"advantage, confident",4. Flight Ride & Aircraft Smoothness (飞行平稳与安全保障),False,False,True,True,Unfortunately we had a total rain out on the day we were going to do the flight.,"Feel confident booking with them - if there is inclement weather, you won't get "
7178,5,5,-0.2942,0.4003,initial_fear/anxiety,final_awe/joy,1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,False,False,"If you are limited on time to see Denali State Park, take to the skies with K2 A",Highlight of the trip to Alaska!
7219,5,5,-0.1779,0.2023,initial_fear/anxiety,"great, worth",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,True,The wife and I took this flight on our resent Alaskan vacation.,K2 was top notch and we would do it again
7240,5,4,-0.34,0.7339,initial_fear/anxiety,"helpful, nice",3. Pilot Professional Reassurance (飞行员专业解说/心理抚慰),True,False,True,False,We left Talkeetna on the Parks Highway before we knew of the Sockeye fire.,"Jeremiah was extremely helpful, professional and nice besides!"
7245,4,5,-0.1877,0.5574,initial_fear/anxiety,"great, fantastic",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,"I lived here in Anchorage, Alaska and have never had a chance to fly up to Mt.",What a fantastic bunch of people to have a life time of memories.
7290,5,4,-0.4939,0.3274,initial_fear/anxiety,"worth, fantastic",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,True,"Through misinterpretation on their website, I screwed up our reservation and had",The price tag can be a shocker but I'd say it was worth it!
7301,3,14,-0.5413,0.5229,disappointing,"happy, gracious",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,True,So disappointing.,Thank YOU!!!
7323,3,8,-0.2177,0.6597,initial_fear/anxiety,efficient,1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,If your main goal is to see Denali from the air and do a glacier landing your ex,"That said, K-2 is an efficient, organized, first-rate organization that I would "
7344,5,11,-0.3818,0.765,disappointed,"best, great, awesome",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,My wife and I regretted not taking a flight seeing tour of Denali when we were i,Thank you K2 for an awesome experience.
7346,5,8,-0.4471,0.3182,fear,"best, great, calm, relax",3. Pilot Professional Reassurance (飞行员专业解说/心理抚慰),True,False,True,False,"First of all, I have a huge fear of flying so this was not something I was excit","He was polite, calm and very knowledgeable."
7374,5,10,-0.3412,0.784,terrible,wonderful,3. Pilot Professional Reassurance (飞行员专业解说/心理抚慰),True,False,True,False,I am not a good flyer.,"Thanks, K2 and Chris for a wonderful trip!"
7387,5,8,-0.4926,0.6114,wrong,stunning,1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,"We had a few problems from my travel agent, but none of it was K2's fault and th",K2 made my trip a success!
7400,5,6,-0.5719,0.6765,"uncomfortable, poor","good, worth",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,True,"We were originally scheduled to fly around Denali, but due to poor weather we we",It was definitely worth the price and a trip that we will never forget!
7402,4,5,-0.3412,0.4404,initial_fear/anxiety,"better, beautiful",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,It is not easy to fly to a mountain that is too often shrouded in clouds.,The flight gave us a better understanding of what Alaska is all about.
7445,2,24,-0.5255,0.3252,disappointed,"good, happy",4. Flight Ride & Aircraft Smoothness (飞行平稳与安全保障),False,False,True,True,Disappointed!,Don't waste your time with K2 especially if you are on a cruise.
7454,5,6,-0.4003,0.765,initial_fear/anxiety,"awesome, wonderful",3. Pilot Professional Reassurance (飞行员专业解说/心理抚慰),True,False,True,False,"After a couple of flight cancellations and a few days of dreary weather, we fina",Truly a wonderful experience.
7462,5,12,-0.296,0.8118,hard,"inspiring, loved, blessed, awe",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,First time - we had no idea what to expect.,"When we landed my husband said, ""I would have paid double for that!""  Thanks to "
7474,5,23,-0.2755,0.2401,initial_fear/anxiety,"wonderful, amazing, beautifully",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,I cannot recommend the K2 experience enough.,It is an experience I will never forget!
7512,5,6,-0.296,0.5994,initial_fear/anxiety,final_awe/joy,3. Pilot Professional Reassurance (飞行员专业解说/心理抚慰),True,False,False,True,A must for Alaskians that have company from the lower 48.,I have already recommended this to all my friends.
7523,5,7,-0.2411,0.5826,uncomfortable,"awed, friendly, breathtaking",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,Let me preface this by stating that I am not a big fan of small planes.,Thanks to K2 and our pilot Scott for an unforgettable experience!!!
7563,5,3,-0.2411,0.6369,initial_fear/anxiety,"best, worth",5. Experience Worth & Value Recovery (超值体验补救),False,False,False,True,I was not sure when i booked the trip if this tour was for me.,May have been the best part of my trip got to see more of alaska then i ever tho
7585,5,8,-0.4019,0.7964,initial_fear/anxiety,"wonderful, safely, worth",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,True,There are some words that are used with such frequency that they lose their mean,Thank you Doug and K2 for a wonderful experience that has left a real impression
7588,5,7,-0.296,0.3182,initial_fear/anxiety,"great, stunning, amazing",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,Cloudy weather was no match for our pilot and his radio.,The kids had no problems with the flight and truly enjoyed their first small pla
7653,4,2,-0.4019,0.8436,trouble,"best, comfortable",4. Flight Ride & Aircraft Smoothness (飞行平稳与安全保障),False,False,True,False,"Given the weather was causing us trouble seeing local sites, we opted for flight",We were comfortable and had the best seats in the house!!
7667,2,7,-0.1779,0.5837,horrible,final_awe/joy,1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,False,True,"Nice scenery, horrible treatment by front desk staff.","Guess we were not only ones dissatisfied, we heard over our headsets that someon"
7694,5,13,-0.1695,0.3612,initial_fear/anxiety,"pleasant, best, helpful",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,The weather over Mt Denali doesn't always allow for flight seeing tours.,That's why I would recommend K2 above all others.
7730,5,7,-0.8674,0.4201,bad,fantastic,1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,False,True,"We were another group that had planned to fly on August 12th, but conditions wer","All in all, I highly recommend K2 Aviation."
7741,5,6,-0.2498,0.4927,initial_fear/anxiety,"good, interesting",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,We spent two days trying to get a flight to Denali and a glacier landing but the,Overall a very good experience.
7743,4,6,-0.3919,0.4019,initial_fear/anxiety,"ready, cool, pleased",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,Spring 2009 - We tried a Denali summit plane ride (3 of us) but the ceiling was ,Would definitely go back to this company again.
7744,5,2,-0.7568,0.4767,initial_fear/anxiety,impressed,2. Aerial Scenery Visual Peak (高空视觉景观震撼),False,True,True,True,we arrived to find out the the weather would not permit the plane to do the glac,i was impressed
7753,5,3,-0.3412,0.636,initial_fear/anxiety,blessed,2. Aerial Scenery Visual Peak (高空视觉景观震撼),False,True,False,False,It could not have been a better experience.,I was blessed to be able to have this experience!
7818,5,7,-0.2732,0.6369,poor,"amazed, impressed, helpful, friendly",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,True,Originally had scheduled Grand Denali with glacier landing however flight was ca,Would definitely recommend this if in Talkeetna
7876,5,3,-0.1406,0.3612,"nervous, uncertain",final_awe/joy,2. Aerial Scenery Visual Peak (高空视觉景观震撼),False,True,True,True,I had never been in a small plane and was nervous but Lee Ann’s piloting was smo,Thank you for an unforgettable experience and for the partial refund for shorten
7910,5,4,-0.4168,0.5499,initial_fear/anxiety,"worth, fantastic, peace",2. Aerial Scenery Visual Peak (高空视觉景观震撼),False,True,True,True,Words can't describe it and pictures don't do it justice.,Talkeetna Air does a fantastic job and their refund policy related to weather ga
7914,5,9,-0.4404,0.4404,scared,cool,1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,"Don’t fret about cost, weather or being scared of flying, heights or 1000’ deep ",Thanks me later.
7961,5,7,-0.296,0.7351,initial_fear/anxiety,amazing,1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,"We had no intention of going flightseeing while in Talkeetna, as we already had ","This was quite expensive for the whole family to do, but soaring amongst the jag"
8105,5,11,-0.2263,0.0994,initial_fear/anxiety,"fun, good, great",3. Pilot Professional Reassurance (飞行员专业解说/心理抚慰),True,False,True,True,"Due to weight restrictions, our flight was delayed until a smaller pilot could a","Overall, I highly recommend this tour, and I can't say enough good things about "
8117,3,6,-0.3724,0.5106,initial_fear/anxiety,final_awe/joy,2. Aerial Scenery Visual Peak (高空视觉景观震撼),False,True,True,False,Views were not too much improved from driving the roads of Kauai.,Enjoyed driving a convertible through the island significantly more than the hel
8169,5,4,-0.3089,0.5994,initial_fear/anxiety,beautiful,1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,False,True,We were not able to appreciate the land excursion we took the day before to the ,"Despite that it was beautiful and we saw a rainbow
  Diane and Richard O'Boyle, "
8295,1,26,-0.6059,0.7906,"horrible, sadly","superb, hope",5. Experience Worth & Value Recovery (超值体验补救),False,False,False,True,"To be fair, I want to say upfront that this review focuses not only on the provi",I hope you survive in business with your superb customer service.
8329,5,6,-0.1406,0.6124,nervous,final_awe/joy,4. Flight Ride & Aircraft Smoothness (飞行平稳与安全保障),False,False,True,False,"My wife is a nervous flyer, but before we loaded, they explained where the fligh","I've already recommended this to another friend, and absolutely would do this ag"
8394,5,4,-0.284,0.6249,initial_fear/anxiety,great,3. Pilot Professional Reassurance (飞行员专业解说/心理抚慰),True,False,True,False,Nate was not only a great pilot but also a very knowledgeable tour guide.,My husband and I had a great experience.
8416,1,11,-0.6249,0.6956,worst,"beautiful, fascinating",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,True,I have been on several Kauai air trips the last twelve years and this was the wo,But if you want to see Kauai from the air and learn nothing in the process - sav
8421,5,7,-0.2144,0.3612,initial_fear/anxiety,special,3. Pilot Professional Reassurance (飞行员专业解说/心理抚慰),True,False,False,False,We did not get to do the scheduled tour due to technical problem but Jill made i,"Thank you Jill, Ray and Tom"
8430,3,6,-0.4184,0.8254,initial_fear/anxiety,"gorgeous, great, impressed, honestly",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,"Our pilot, Makoa, was texting several times and/or looking at his phone with no ",We flew with the same company 4 years ago and the pilot we had then was really g
8507,5,5,-0.4466,0.4019,initial_fear/anxiety,"humorous, amazing",3. Pilot Professional Reassurance (飞行员专业解说/心理抚慰),True,False,False,False,There is NO other way to see the island.,Definitely an experience I would give the very highest recommendation.
8517,5,8,-0.5994,0.2732,initial_fear/anxiety,"great, beautiful",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,My family and I rented the Cessna 182.,We were able to see the entire island as well as some whales which helicopter to
8521,5,7,-0.3612,0.3182,initial_fear/anxiety,"glad, awesome, better",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,True,Had booked with another company but was cancelled last minute.,The price is very reasonable for the experience and we will be sure to include t
8523,5,4,-0.0516,0.4574,worse,good,2. Aerial Scenery Visual Peak (高空视觉景观震撼),False,True,True,False,Had a wonderful trip with the company owner in the Cessna 182.,Definitely wotth every cent!
8550,5,7,-0.3017,0.6124,initial_fear/anxiety,"happy, friendly",3. Pilot Professional Reassurance (飞行员专业解说/心理抚慰),True,False,True,False,"So I'm not a fan of small airplanes, and had some trepidation about doing this.","I felt safe, and enjoyed the entire flight, in no small part because of Eric."
8566,5,4,-0.25,0.5093,initial_fear/anxiety,"fun, amazing, delightful",3. Pilot Professional Reassurance (飞行员专业解说/心理抚慰),True,False,False,False,We'd come to the end of our cruise and trip and were initially hesitant as to wh,"Tailored what we saw to what we asked for, the weather and anything else she tho"
8575,5,15,-0.4902,0.5231,"fears, scared","best, great",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,"I had never been in a small craft before, so I was scared and relictant even as ",I highly recommend it!!
8623,5,7,-0.7272,0.7417,unfortunately,"beautiful, friendly, amazing, best, interesting",3. Pilot Professional Reassurance (飞行员专业解说/心理抚慰),True,False,True,False,We had originally booked the Vintage Bi-Plane tour and were really excited for i,Takeoff and landing were both smooth and we would do the tour again in a heartbe
8638,5,5,-0.1027,0.4201,"hard, disappointed","great, amazing",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,False,False,This was something we wanted to do the entire trip and searched long and hard fo,Highly recommend
8674,4,5,-0.34,0.2589,"unfortunately, worry","glad, interesting",2. Aerial Scenery Visual Peak (高空视觉景观震撼),False,True,True,False,"Unfortunately, it was cloudy and drizzling on our day of the scheduled ride and ","Although it was not our original plan, we were glad we decided to go up and fly "
8685,5,12,-0.25,0.4019,initial_fear/anxiety,"great, amazing, breathtaking",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,We had an earlier flight that was cancelled due to weather.,"No matter who your pilot is (they are all great), you will have an amazing and m"
8708,5,6,-0.4939,0.6025,fear,"kind, interesting",3. Pilot Professional Reassurance (飞行员专业解说/心理抚慰),True,False,False,False,Experience of a lifetime even with extreme fear and trepidation.,Book this adventure - you will not regret it!
8709,5,4,-0.4753,0.6588,regret,great,1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,Don’t second guess whether you should take this flight…you will regret it!,Great trip and staff!
8721,5,5,-0.2732,0.4201,uncomfortable,great,1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,True,Excellent company..since weather was questionable they answered all our concerns,I highly recommend Talkeetna Air Taxi.
8723,1,12,-0.4588,0.3612,"disappointed, awful",final_awe/joy,3. Pilot Professional Reassurance (飞行员专业解说/心理抚慰),True,False,True,True,My experience was awful.,I cannot believe I paid a lot of money to be treated like this.
8734,5,5,-0.4767,0.8244,initial_fear/anxiety,"great, thankful",4. Flight Ride & Aircraft Smoothness (飞行平稳与安全保障),False,False,True,True,They were very accommodating and got us on a flight the next morning after our t,We were so thankful that there were no clouds and we had a great look.
8787,5,9,-0.1833,0.3549,initial_fear/anxiety,"worth, enthusiastic, wonderful, entertaining, excellent",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,True,TAT was so flexible when the weather was not so favorable.,"Very much worth it, even without the landing!"
